#Open Capacitance 1000Hz:Not Measured
#Open Capacitance 1000000Hz:4.330375E-12
#47368_029_2-S_MAIN0_Interstrip_092023
#Date/Time: 9/20/2023 2:26:10 PM
#Sensor Name: 47368_029_2-S_MAIN0
#Station: Tesla
#Annealing Status: Not Irradiated
#Environment: 23.5C
#Tester: Yarelis Acevedo

#Notes: 

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Interstrip C	I_InterstripR_V-0.0	I_InterstripR_V-2.5	I_InterstripR_V-5.0
375	3778079847.889604	2.035012	23.500000	26.174031	-1.854400E-7	6.005258E-12	-7.271769E-11	-9.314508E-11	-1.138434E-10
390	3778079872.691288	2.061658	23.500000	26.184475	-1.854500E-7	6.004515E-12	-6.998919E-11	-9.043111E-11	-1.086595E-10
405	3778079897.479882	1.947181	23.500000	26.199060	-1.852600E-7	6.003822E-12	-6.892954E-11	-9.034909E-11	-1.082318E-10
420	3778079922.296398	1.977118	23.500000	26.202626	-1.854400E-7	6.003175E-12	-7.642771E-11	-9.923200E-11	-1.185907E-10
435	3778079947.136858	1.905989	23.500000	26.206670	-1.855100E-7	6.003320E-12	-6.627322E-11	-8.748932E-11	-1.075735E-10
450	3778079971.960387	1.951695	23.500000	26.209226	-1.853800E-7	6.002790E-12	-7.108606E-11	-9.389235E-11	-1.112322E-10
465	3778079996.776267	2.001524	23.500000	26.221987	-1.852700E-7	6.002102E-12	-7.013765E-11	-9.157210E-11	-1.113377E-10
480	3778080021.716732	1.993305	23.500000	26.254943	-1.853400E-7	6.001960E-12	-7.384274E-11	-9.421452E-11	-1.135005E-10
495	3778080046.523741	1.923460	23.500000	26.231281	-1.851300E-7	6.001640E-12	-7.352975E-11	-9.328759E-11	-1.141227E-10
510	3778080071.493118	1.875703	23.500000	26.229081	-1.853500E-7	6.000355E-12	-6.651082E-11	-8.684598E-11	-1.074318E-10
525	3778080096.428660	1.871015	23.500000	26.269130	-1.853300E-7	6.000430E-12	-7.183023E-11	-9.325185E-11	-1.129567E-10
540	3778080121.352854	1.894590	23.500000	26.228964	-1.851900E-7	5.999625E-12	-6.782008E-11	-8.936252E-11	-1.077019E-10
555	3778080146.163051	1.810524	23.500000	26.259836	-1.853500E-7	5.999415E-12	-7.538738E-11	-9.316557E-11	-1.153177E-10
570	3778080170.996839	1.857988	23.500000	26.231618	-1.851200E-7	6.000592E-12	-8.057244E-11	-1.002557E-10	-1.224168E-10
585	3778080195.816498	1.793261	23.500000	26.258213	-1.854400E-7	5.998765E-12	-7.824159E-11	-9.737321E-11	-1.186148E-10
600	3778080220.622405	1.796049	23.500000	26.249769	-1.854600E-7	5.999140E-12	-7.681004E-11	-9.783262E-11	-1.182081E-10
615	3778080245.437427	1.791379	23.500000	26.275036	-1.851600E-7	5.999082E-12	-7.983321E-11	-1.023351E-10	-1.205982E-10
630	3778080270.219918	1.760956	23.500000	26.269745	-1.852100E-7	5.998585E-12	-7.815778E-11	-9.669390E-11	-1.157337E-10
645	3778080295.019694	1.795817	23.500000	26.268538	-1.850200E-7	5.998570E-12	-7.927015E-11	-1.004816E-10	-1.213555E-10
660	3778080319.975314	1.794936	23.500000	26.286826	-1.849800E-7	5.997545E-12	-7.709366E-11	-9.816424E-11	-1.194480E-10
675	3778080344.948015	1.778315	23.500000	26.306782	-1.849700E-7	5.998855E-12	-7.523054E-11	-9.575141E-11	-1.168419E-10
690	3778080369.787489	1.755913	23.500000	26.316592	-1.849700E-7	5.997797E-12	-7.830803E-11	-9.730951E-11	-1.172679E-10
705	3778080394.601228	1.793821	23.500000	26.329769	-1.849800E-7	5.998267E-12	-8.208454E-11	-1.056231E-10	-1.245473E-10
720	3778080419.428017	1.851750	23.500000	26.335377	-1.848200E-7	5.998517E-12	-8.344304E-11	-1.029746E-10	-1.241860E-10
735	3778080444.251021	1.783593	23.500000	26.336309	-1.848800E-7	5.999215E-12	-7.397670E-11	-9.729594E-11	-1.187654E-10
750	3778080469.067445	1.785233	23.500000	26.322338	-1.848700E-7	6.000465E-12	-8.252121E-11	-1.058801E-10	-1.266069E-10
765	3778080493.867924	1.754690	23.500000	26.310608	-1.847700E-7	6.001562E-12	-7.670029E-11	-9.787617E-11	-1.174372E-10
780	3778080518.676003	1.763300	23.500000	26.344395	-1.848900E-7	6.001620E-12	-8.281825E-11	-1.052640E-10	-1.263425E-10
795	3778080543.666912	1.777274	23.500000	26.374218	-1.849300E-7	6.002808E-12	-8.346063E-11	-1.041665E-10	-1.250616E-10
810	3778080568.654697	1.786516	23.500000	26.393738	-1.851000E-7	6.004873E-12	-7.704684E-11	-9.826624E-11	-1.184857E-10
825	3778080593.449977	1.765701	23.500000	26.398018	-1.848300E-7	6.003982E-12	-7.822770E-11	-9.931974E-11	-1.207162E-10
840	3778080618.280448	1.730338	23.500000	26.402338	-1.848800E-7	6.004735E-12	-7.959829E-11	-1.008680E-10	-1.208804E-10
855	3778080643.098949	1.710479	23.500000	26.406322	-1.847900E-7	6.005277E-12	-7.652096E-11	-9.878184E-11	-1.203997E-10
870	3778080667.914418	1.691889	23.500000	26.414447	-1.849100E-7	6.005765E-12	-8.024432E-11	-1.011201E-10	-1.228162E-10
885	3778080692.744081	1.687652	23.500000	26.420332	-1.850300E-7	6.006830E-12	-8.078934E-11	-1.011842E-10	-1.204925E-10
900	3778080717.562146	1.684846	23.500000	26.420034	-1.848700E-7	6.007115E-12	-8.290290E-11	-1.018000E-10	-1.208088E-10
915	3778080742.350423	1.678219	23.500000	26.426060	-1.849700E-7	6.007078E-12	-7.845217E-11	-9.956262E-11	-1.175825E-10
930	3778080767.188265	1.691281	23.500000	26.425166	-1.848000E-7	6.008455E-12	-8.138492E-11	-1.010600E-10	-1.216701E-10
945	3778080792.008221	1.659579	23.500000	26.432519	-1.848700E-7	6.008835E-12	-7.962013E-11	-1.008637E-10	-1.220899E-10
960	3778080816.957023	1.638379	23.500000	26.434223	-1.849000E-7	6.010725E-12	-8.809207E-11	-1.111452E-10	-1.292574E-10
975	3778080841.763349	1.656068	23.500000	26.459548	-1.847600E-7	6.009812E-12	-8.330975E-11	-1.042045E-10	-1.244150E-10
990	3778080866.570333	1.608707	23.500000	26.422909	-1.847500E-7	6.009755E-12	-8.438756E-11	-1.036904E-10	-1.230090E-10
1005	3778080891.434078	1.643400	23.500000	26.461629	-1.848500E-7	6.007323E-12	-8.603233E-11	-1.062747E-10	-1.281827E-10
1020	3778080917.693437	1.616897	23.500000	26.426792	-1.847200E-7	5.990648E-12	-7.758778E-11	-9.432007E-11	-1.105186E-10
1035	3778080942.514288	1.572553	23.500000	26.545751	-1.849400E-7	6.004855E-12	-8.061577E-11	-9.656241E-11	-1.113310E-10
1050	3778080967.444771	1.580338	23.500000	26.561345	-1.847600E-7	6.003963E-12	-7.989714E-11	-9.362002E-11	-1.099491E-10
1065	3778080992.368878	1.595419	23.500000	26.483883	-1.847300E-7	6.004648E-12	-7.517328E-11	-9.051102E-11	-1.073138E-10
1080	3778081017.286013	1.620015	23.500000	26.505543	-1.849800E-7	6.005195E-12	-7.786684E-11	-9.415340E-11	-1.095634E-10
1095	3778081042.085949	1.600321	23.500000	26.535465	-1.848300E-7	6.005232E-12	-7.610408E-11	-9.106777E-11	-1.043153E-10
1110	3778081066.902125	1.591129	23.500000	26.555184	-1.847400E-7	6.006140E-12	-7.609285E-11	-9.084591E-11	-1.079954E-10
1125	3778081091.722823	1.640528	23.500000	26.494584	-1.847000E-7	6.006608E-12	-7.997073E-11	-9.587910E-11	-1.117579E-10
1140	3778081116.492153	1.640308	23.500000	26.487984	-1.846000E-7	6.005720E-12	-8.283645E-11	-9.611813E-11	-1.119365E-10
1155	3778081141.284478	1.614465	23.500000	26.483309	-1.847400E-7	6.004995E-12	-7.912006E-11	-9.550886E-11	-1.097952E-10
1170	3778081166.111421	1.589864	23.500000	26.486301	-1.845800E-7	6.005747E-12	-7.486187E-11	-8.844431E-11	-1.077420E-10
1185	3778081191.032955	1.613383	23.500000	26.457270	-1.846200E-7	6.003483E-12	-8.543472E-11	-1.010028E-10	-1.152262E-10
1200	3778081215.850119	1.584281	23.500000	26.449938	-1.849000E-7	6.003245E-12	-7.611697E-11	-9.216211E-11	-1.060377E-10
1215	3778081240.803450	1.584549	23.500000	26.453704	-1.846400E-7	6.002810E-12	-7.036825E-11	-8.388767E-11	-1.007085E-10
1230	3778081265.586746	1.615713	23.500000	26.454912	-1.847200E-7	6.001692E-12	-7.485026E-11	-9.024895E-11	-1.048284E-10
1245	3778081290.400349	1.624532	23.500000	26.475244	-1.846400E-7	6.000355E-12	-8.153864E-11	-9.253339E-11	-1.086544E-10
1260	3778081315.183508	1.594852	23.500000	26.466366	-1.848400E-7	5.999895E-12	-7.135036E-11	-8.731456E-11	-1.030665E-10
1275	3778081340.001283	1.617731	23.500000	26.524013	-1.848700E-7	5.998913E-12	-7.853801E-11	-9.423132E-11	-1.090759E-10
1290	3778081364.832079	1.641132	23.500000	26.479603	-1.846600E-7	5.998057E-12	-7.700343E-11	-9.173382E-11	-1.037571E-10
1305	3778081389.656526	1.629127	23.500000	26.491138	-1.846300E-7	5.998420E-12	-7.855578E-11	-9.068233E-11	-1.075299E-10
1320	3778081414.612346	1.654959	23.500000	26.487174	-1.846800E-7	5.994652E-12	-7.596242E-11	-8.718681E-11	-1.030255E-10
1335	3778081439.409477	1.639955	23.500000	26.445182	-1.847300E-7	5.994180E-12	-7.178649E-11	-8.538545E-11	-9.897724E-11
1350	3778081464.541133	1.649133	23.500000	26.478255	-1.845500E-7	5.991310E-12	-7.914849E-11	-9.310706E-11	-1.073359E-10
1365	3778081489.339259	1.641018	23.500000	26.530135	-1.845100E-7	5.989133E-12	-7.180218E-11	-8.599080E-11	-9.749911E-11
1380	3778081514.220061	1.658649	23.500000	26.529205	-1.847300E-7	5.987805E-12	-7.389387E-11	-8.655299E-11	-1.021811E-10
1395	3778081538.989262	1.635644	23.500000	26.494961	-1.846700E-7	5.986293E-12	-7.667120E-11	-8.776353E-11	-1.020476E-10
1410	3778081563.819663	1.712707	23.500000	26.552449	-1.848700E-7	5.984535E-12	-7.488867E-11	-8.588959E-11	-9.869164E-11
1425	3778081588.769210	1.691931	23.500000	26.537488	-1.849200E-7	5.985578E-12	-7.611287E-11	-8.798558E-11	-9.937735E-11
1440	3778081613.563635	1.700718	23.500000	26.523655	-1.847600E-7	5.984125E-12	-7.928772E-11	-9.151892E-11	-1.044044E-10
1455	3778081638.370692	1.679547	23.500000	26.508714	-1.845000E-7	5.983578E-12	-8.028743E-11	-8.911163E-11	-1.007931E-10
1470	3778081663.196547	1.757167	23.500000	26.542481	-1.847100E-7	5.983640E-12	-7.890785E-11	-9.150178E-11	-1.023565E-10
1485	3778081688.150842	1.718662	23.500000	26.544068	-1.846900E-7	5.982845E-12	-7.649870E-11	-8.843228E-11	-9.910708E-11
1500	3778081712.948480	1.694690	23.500000	26.547039	-1.845900E-7	5.983212E-12	-8.177148E-11	-9.564503E-11	-1.066478E-10
1515	3778081737.909214	1.675422	23.500000	26.585504	-1.846200E-7	5.982967E-12	-8.050250E-11	-9.227497E-11	-1.068638E-10
1530	3778081762.730095	1.707682	23.500000	26.552865	-1.846800E-7	5.982513E-12	-7.632366E-11	-8.709783E-11	-1.003325E-10
1545	3778081787.693171	1.726162	23.500000	26.605400	-1.847100E-7	5.982808E-12	-7.739311E-11	-8.522987E-11	-9.754839E-11
1560	3778081812.495903	1.717821	23.500000	26.600187	-1.846100E-7	5.981728E-12	-7.281339E-11	-8.205098E-11	-9.135868E-11
1575	3778081837.413122	1.807679	23.500000	26.619291	-1.848100E-7	5.982713E-12	-7.672214E-11	-8.433527E-11	-9.486183E-11
1590	3778081862.383794	1.814801	23.500000	26.637642	-1.846800E-7	5.982153E-12	-8.056385E-11	-8.893070E-11	-1.000289E-10
1605	3778081887.177379	1.753830	23.500000	26.619309	-1.847100E-7	5.982745E-12	-6.960016E-11	-8.096621E-11	-9.080300E-11
1620	3778081911.985278	1.763371	23.500000	26.624026	-1.847200E-7	5.983550E-12	-7.502526E-11	-8.464901E-11	-9.336264E-11
1635	3778081936.929211	1.723733	23.500000	26.637265	-1.846000E-7	5.983408E-12	-7.741930E-11	-8.594111E-11	-9.643726E-11
1650	3778081961.731840	1.725793	23.500000	26.619013	-1.846700E-7	5.982665E-12	-7.452296E-11	-8.318504E-11	-9.149014E-11
1665	3778081986.549643	1.681400	23.500000	26.601831	-1.846800E-7	5.983397E-12	-7.330177E-11	-8.203091E-11	-9.123539E-11
1680	3778082011.403210	1.697521	23.500000	26.617823	-1.849000E-7	5.983145E-12	-7.238671E-11	-8.281030E-11	-8.963583E-11
1695	3778082036.234250	1.731339	23.500000	26.660847	-1.846300E-7	5.985015E-12	-7.352915E-11	-8.364053E-11	-9.035710E-11
1710	3778082061.049966	1.697112	23.500000	26.642732	-1.847100E-7	5.983080E-12	-7.380574E-11	-8.124056E-11	-9.001791E-11
1725	3778082085.866854	1.688808	23.500000	26.667623	-1.846900E-7	5.983755E-12	-7.720855E-11	-8.297197E-11	-9.087640E-11
1740	3778082110.696822	1.686576	23.500000	26.646777	-1.846800E-7	5.982973E-12	-7.245255E-11	-8.065484E-11	-8.640747E-11
1755	3778082135.533707	1.725967	23.500000	26.666553	-1.844400E-7	5.984490E-12	-7.861977E-11	-8.405592E-11	-9.177804E-11
1770	3778082160.489161	1.776764	23.500000	26.660429	-1.846300E-7	5.983072E-12	-7.334965E-11	-8.215685E-11	-8.872852E-11
1785	3778082185.296362	1.832386	23.500000	26.714410	-1.845400E-7	5.983040E-12	-7.810048E-11	-8.285955E-11	-9.036732E-11
1800	3778082210.131711	1.805559	23.500000	26.670000	-1.846400E-7	5.983390E-12	-7.516410E-11	-8.131579E-11	-8.826134E-11
1815	3778082234.959033	1.806059	23.500000	26.673270	-1.844600E-7	5.983243E-12	-7.363852E-11	-8.141575E-11	-8.804869E-11
1830	3778082259.904514	1.821142	23.500000	26.715223	-1.843500E-7	5.983775E-12	-7.846071E-11	-8.639497E-11	-8.814501E-11
1845	3778082284.707074	1.774505	23.500000	26.702977	-1.844900E-7	5.983982E-12	-7.397643E-11	-8.090728E-11	-8.602248E-11
1860	3778082309.480118	1.788393	23.500000	26.723545	-1.845700E-7	5.984015E-12	-7.307832E-11	-7.981477E-11	-8.501171E-11
1875	3778082334.412350	1.753136	23.500000	26.733732	-1.846900E-7	5.984580E-12	-7.370372E-11	-8.002675E-11	-8.563587E-11
1890	3778082359.236104	1.813518	23.500000	26.763496	-1.847100E-7	5.984225E-12	-7.768668E-11	-8.346963E-11	-8.639395E-11
1905	3778082384.204952	1.752497	23.500000	26.733039	-1.845300E-7	5.984240E-12	-7.998773E-11	-8.555555E-11	-9.071099E-11
1920	3778082409.288145	1.794344	23.500000	26.753626	-1.844200E-7	5.984998E-12	-7.761575E-11	-8.101975E-11	-8.810210E-11
1935	3778082434.081847	1.735896	23.500000	26.741361	-1.845500E-7	5.984492E-12	-7.277758E-11	-7.647595E-11	-8.212556E-11
1950	3778082458.965734	1.748629	23.500000	26.785691	-1.843400E-7	5.984550E-12	-6.750703E-11	-7.319119E-11	-7.631999E-11
1965	3778082483.768293	1.741785	23.500000	26.763358	-1.845300E-7	5.984570E-12	-7.770794E-11	-7.839999E-11	-8.183913E-11
1980	3778082508.686412	1.740232	23.500000	26.802771	-1.846000E-7	5.984788E-12	-8.002860E-11	-8.412806E-11	-8.548619E-11
1995	3778082533.822458	1.692932	23.500000	26.805387	-1.845400E-7	5.984152E-12	-7.039092E-11	-7.362358E-11	-7.623616E-11
2010	3778082558.642313	1.697170	23.500000	26.816722	-1.847100E-7	5.984502E-12	-6.997568E-11	-7.333981E-11	-7.398666E-11
2025	3778082583.893704	1.712437	23.500000	26.839969	-1.847600E-7	5.983430E-12	-7.153846E-11	-7.602170E-11	-7.783574E-11
