#Open Capacitance 1000Hz:4.557637E-12
#Open Capacitance 1000000Hz:Not Measured
#47368_015_2-S_MAIN0_Single_091923
#Date/Time: 9/19/2023 4:42:37 PM
#Sensor Name: 47368_015_2-S_MAIN0
#Station: Tesla
#Annealing Status: Not Irradiated
#Environment: 23.5C
#Tester: Yarelis Acevedo

#Notes: 

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-1.0	I_RBias_V-5.0
412	3778002798.053817	1.743720	23.500000	26.742174	-1.846100E-7	-6.039271E-11	1.491915E-10	-7.482027E-11	-7.321189E-11	-7.321888E-11	-7.309047E-11	-7.358538E-11	-7.321538E-11	-6.666698E-7	-3.331933E-6
416	3778002815.468104	1.787413	23.500000	26.758205	-1.845100E-7	-1.040494E-10	1.492640E-10	-8.113247E-11	-7.795624E-11	-7.882982E-11	-7.889647E-11	-7.920375E-11	-7.886314E-11	-6.677938E-7	-3.337771E-6
420	3778002832.803912	1.761627	23.500000	26.768787	-1.844100E-7	-6.745186E-11	1.492980E-10	-7.786179E-11	-7.598437E-11	-7.657196E-11	-7.737357E-11	-7.694792E-11	-7.697277E-11	-6.688190E-7	-3.342641E-6
424	3778002850.236124	1.792903	23.500000	26.706205	-1.845500E-7	-9.258454E-11	1.492800E-10	-7.758067E-11	-7.718812E-11	-7.648462E-11	-7.586784E-11	-7.678031E-11	-7.683637E-11	-6.709032E-7	-3.353302E-6
428	3778002867.646709	1.750294	23.500000	26.698101	-1.847400E-7	-4.557344E-11	1.493045E-10	-7.905347E-11	-7.820745E-11	-7.882531E-11	-7.806644E-11	-7.853817E-11	-7.851638E-11	-6.710629E-7	-3.353888E-6
432	3778002885.171858	1.687180	23.500000	26.687816	-1.846100E-7	-1.193009E-11	1.492660E-10	-7.758905E-11	-7.769291E-11	-7.909928E-11	-7.659157E-11	-7.774320E-11	-7.764098E-11	-6.685102E-7	-3.341218E-6
436	3778002902.324464	1.708428	23.500000	26.702301	-1.846800E-7	-7.055593E-11	1.493195E-10	-7.965963E-11	-7.745452E-11	-7.907353E-11	-7.960648E-11	-7.894854E-11	-7.934001E-11	-6.662236E-7	-3.329561E-6
440	3778002919.742792	1.683953	23.500000	26.670873	-1.845900E-7	-9.126751E-12	1.493575E-10	-7.817030E-11	-7.915081E-11	-7.815514E-11	-7.898517E-11	-7.861536E-11	-7.857773E-11	-6.666049E-7	-3.331305E-6
444	3778002937.161764	1.688393	23.500000	26.718810	-1.845200E-7	-1.087884E-11	1.493265E-10	-8.224769E-11	-8.295549E-11	-8.257846E-11	-8.491872E-11	-8.317509E-11	-8.276698E-11	-6.691752E-7	-3.344178E-6
448	3778002954.582521	1.702078	23.500000	26.721247	-1.847700E-7	-9.573878E-11	1.493403E-10	-7.806681E-11	-7.970462E-11	-7.924646E-11	-7.874228E-11	-7.894004E-11	-7.899437E-11	-6.698523E-7	-3.347720E-6
452	3778002971.884307	1.716484	23.500000	26.743164	-1.845000E-7	-2.319438E-11	1.492860E-10	-8.149512E-11	-8.263857E-11	-8.227465E-11	-8.182839E-11	-8.205918E-11	-8.205152E-11	-6.692974E-7	-3.344878E-6
456	3778002989.056322	1.717772	23.500000	26.666275	-1.845900E-7	-4.697531E-11	1.493590E-10	-7.831399E-11	-8.208065E-11	-7.646870E-11	-7.779511E-11	-7.866461E-11	-7.805455E-11	-6.707581E-7	-3.352414E-6
460	3778003006.169373	1.742773	23.500000	26.678226	-1.848100E-7	-2.394536E-11	1.494040E-10	-8.088098E-11	-8.151785E-11	-8.313231E-11	-8.159000E-11	-8.178029E-11	-8.155393E-11	-6.706026E-7	-3.351760E-6
464	3778003023.299382	1.723403	23.500000	26.711278	-1.846800E-7	-3.941546E-11	1.493893E-10	-7.433409E-11	-7.497829E-11	-7.409714E-11	-7.343027E-11	-7.420995E-11	-7.421561E-11	-6.672649E-7	-3.334930E-6
468	3778003040.702119	1.696327	23.500000	26.702678	-1.846100E-7	-5.678805E-11	1.494068E-10	-8.053855E-11	-8.076263E-11	-8.315912E-11	-7.956272E-11	-8.100575E-11	-8.065059E-11	-6.653466E-7	-3.325457E-6
472	3778003058.121435	1.701140	23.500000	26.679712	-1.846000E-7	-8.602604E-11	1.493528E-10	-8.160083E-11	-8.068863E-11	-8.140721E-11	-8.085747E-11	-8.113854E-11	-8.113234E-11	-6.665584E-7	-3.331444E-6
476	3778003075.692193	1.776818	23.500000	26.705294	-1.846300E-7	-1.002946E-10	1.494075E-10	-7.870833E-11	-8.027256E-11	-8.097851E-11	-8.032303E-11	-8.007061E-11	-8.029779E-11	-6.671965E-7	-3.334503E-6
480	3778003092.802287	1.713907	23.500000	26.704382	-1.846000E-7	-8.968081E-11	1.494463E-10	-7.532321E-11	-7.797032E-11	-7.598928E-11	-7.811142E-11	-7.684856E-11	-7.697980E-11	-6.687824E-7	-3.342860E-6
484	3778003110.230379	1.718193	23.500000	26.707296	-1.845000E-7	-6.840317E-11	1.494195E-10	-8.335353E-11	-8.305708E-11	-8.326828E-11	-8.081679E-11	-8.262392E-11	-8.316268E-11	-6.682058E-7	-3.339751E-6
488	3778003127.522365	1.734856	23.500000	26.713777	-1.845700E-7	-1.009454E-10	1.494518E-10	-8.155320E-11	-8.143256E-11	-7.853643E-11	-8.101836E-11	-8.063514E-11	-8.122546E-11	-6.688394E-7	-3.342366E-6
492	3778003144.816796	1.767337	23.500000	26.736190	-1.845700E-7	-9.168341E-11	1.494035E-10	-7.904059E-11	-7.915304E-11	-7.901484E-11	-7.873230E-11	-7.898519E-11	-7.902771E-11	-6.657849E-7	-3.327350E-6
496	3778003161.942613	1.811850	23.500000	26.747405	-1.847100E-7	-1.528410E-11	1.494948E-10	-8.195473E-11	-8.330017E-11	-8.357515E-11	-8.269827E-11	-8.288208E-11	-8.299922E-11	-6.628178E-7	-3.312625E-6
500	3778003179.248907	1.766986	23.500000	26.718532	-1.845600E-7	-8.387332E-11	1.495488E-10	-8.893730E-11	-8.843293E-11	-8.644530E-11	-8.675484E-11	-8.764259E-11	-8.759388E-11	-6.615865E-7	-3.307048E-6
504	3778003196.356992	1.741181	23.500000	26.729192	-1.846700E-7	-1.278111E-11	1.495322E-10	-7.968764E-11	-8.089427E-11	-8.041892E-11	-7.878829E-11	-7.994728E-11	-8.005328E-11	-6.629751E-7	-3.313480E-6
508	3778003213.782762	1.716424	23.500000	26.686509	-1.845700E-7	-1.076040E-10	1.495610E-10	-7.515492E-11	-7.628488E-11	-7.509787E-11	-7.617777E-11	-7.567886E-11	-7.566634E-11	-6.632938E-7	-3.315164E-6
512	3778003231.030980	1.704672	23.500000	26.732681	-1.846200E-7	-7.045581E-11	1.495363E-10	-7.899541E-11	-7.797891E-11	-7.789203E-11	-7.728092E-11	-7.803682E-11	-7.793547E-11	-6.632632E-7	-3.315356E-6
516	3778003248.300430	1.784621	23.500000	26.744156	-1.846300E-7	-1.052842E-11	1.495930E-10	-8.671252E-11	-8.718295E-11	-8.824706E-11	-8.619015E-11	-8.708317E-11	-8.694773E-11	-6.631564E-7	-3.314603E-6
520	3778003265.617932	1.664271	23.500000	26.692156	-1.845000E-7	-8.125555E-12	1.496388E-10	-8.064979E-11	-7.990603E-11	-8.099302E-11	-7.919965E-11	-8.018712E-11	-8.027791E-11	-6.619520E-7	-3.308394E-6
524	3778003282.936745	1.704308	23.500000	26.708782	-1.844600E-7	-1.728671E-11	1.496290E-10	-7.762115E-11	-8.114430E-11	-7.979254E-11	-7.973570E-11	-7.957342E-11	-7.976412E-11	-6.583612E-7	-3.290426E-6
528	3778003300.074044	1.673572	23.500000	26.690075	-1.846000E-7	-7.726470E-11	1.496513E-10	-7.788160E-11	-7.951508E-11	-8.051808E-11	-7.886700E-11	-7.919544E-11	-7.919104E-11	-6.567017E-7	-3.281762E-6
532	3778003317.216607	1.684599	23.500000	26.698657	-1.843900E-7	-1.628540E-11	1.496100E-10	-7.530560E-11	-7.526983E-11	-7.488242E-11	-7.499403E-11	-7.511297E-11	-7.513193E-11	-6.560633E-7	-3.278949E-6
536	3778003334.360020	1.651761	23.500000	26.682465	-1.846900E-7	-8.926509E-12	1.496977E-10	-7.493103E-11	-7.593511E-11	-7.417750E-11	-7.845934E-11	-7.587574E-11	-7.543307E-11	-6.580866E-7	-3.288997E-6
540	3778003351.511359	1.729302	23.500000	26.657021	-1.847500E-7	-3.175553E-11	1.497443E-10	-8.375543E-11	-8.579498E-11	-8.501051E-11	-8.613860E-11	-8.517488E-11	-8.540274E-11	-6.595757E-7	-3.296598E-6
544	3778003368.676668	1.653998	23.500000	26.658190	-1.847500E-7	-8.726272E-12	1.497272E-10	-7.436762E-11	-7.537103E-11	-7.655863E-11	-7.549675E-11	-7.544851E-11	-7.543389E-11	-6.590245E-7	-3.293617E-6
548	3778003385.836156	1.647098	23.500000	26.690491	-1.845800E-7	-1.238063E-11	1.497628E-10	-7.875822E-11	-7.940631E-11	-7.947991E-11	-7.880585E-11	-7.911257E-11	-7.910608E-11	-6.610833E-7	-3.303762E-6
552	3778003403.002824	1.698239	23.500000	26.669506	-1.845500E-7	-3.240634E-11	1.497200E-10	-8.124040E-11	-8.085807E-11	-7.984403E-11	-8.062786E-11	-8.064259E-11	-8.074296E-11	-6.613780E-7	-3.305213E-6
556	3778003420.128591	1.687288	23.500000	26.675509	-1.845500E-7	-5.959171E-11	1.497930E-10	-8.248360E-11	-7.908824E-11	-7.856956E-11	-8.017319E-11	-8.007865E-11	-7.963071E-11	-6.579527E-7	-3.288356E-6
560	3778003437.433721	1.693175	23.500000	26.714231	-1.845900E-7	-9.473734E-11	1.498265E-10	-7.993686E-11	-7.827331E-11	-7.735554E-11	-7.679270E-11	-7.808960E-11	-7.781443E-11	-6.568316E-7	-3.282796E-6
564	3778003454.598960	1.671134	23.500000	26.657436	-1.846500E-7	-7.831606E-11	1.498162E-10	-8.250176E-11	-7.945109E-11	-7.538352E-11	-7.568791E-11	-7.825607E-11	-7.756950E-11	-5.990164E-7	-3.029387E-6
568	3778003471.761871	1.735865	23.500000	26.698439	-1.846600E-7	-1.273105E-11	1.498547E-10	-7.867931E-11	-7.809462E-11	-7.972668E-11	-8.160427E-11	-7.952622E-11	-7.920299E-11	-6.598393E-7	-3.297829E-6
572	3778003488.933078	1.783250	23.500000	26.699626	-1.846600E-7	-9.063197E-11	1.498257E-10	-8.468871E-11	-8.506347E-11	-8.170450E-11	-8.500579E-11	-8.411562E-11	-8.484725E-11	-6.609791E-7	-3.304250E-6
576	3778003506.088714	1.850108	23.500000	26.746712	-1.845400E-7	-3.240634E-11	1.498973E-10	-8.113817E-11	-8.180422E-11	-7.764177E-11	-7.817187E-11	-7.968901E-11	-7.965502E-11	-6.622485E-7	-3.309963E-6
580	3778003523.286678	1.805181	23.500000	26.714312	-1.844700E-7	-3.546034E-11	1.499318E-10	-7.807906E-11	-7.817189E-11	-7.912478E-11	-7.780922E-11	-7.829624E-11	-7.812547E-11	-6.629079E-7	-3.313200E-6
584	3778003540.595763	1.680810	23.500000	26.698161	-1.845800E-7	-4.932836E-11	1.499140E-10	-7.655760E-11	-7.587289E-11	-7.796352E-11	-7.588538E-11	-7.656985E-11	-7.622149E-11	-6.613000E-7	-3.305504E-6
588	3778003557.760903	1.696453	23.500000	26.691483	-1.845100E-7	-1.633547E-11	1.499440E-10	-7.710472E-11	-7.758982E-11	-7.775400E-11	-7.875495E-11	-7.780087E-11	-7.767191E-11	-6.588961E-7	-3.293407E-6
592	3778003574.911087	1.692955	23.500000	26.716195	-1.844300E-7	-9.408659E-11	1.499100E-10	-7.919965E-11	-7.815413E-11	-7.913339E-11	-8.018385E-11	-7.916775E-11	-7.916652E-11	-6.574208E-7	-3.285519E-6
596	3778003592.056079	1.647829	23.500000	26.741917	-1.845900E-7	-3.315735E-11	1.499763E-10	-7.935927E-11	-7.974486E-11	-7.911494E-11	-7.805556E-11	-7.906866E-11	-7.923711E-11	-6.598989E-7	-3.297861E-6
600	3778003609.244413	1.758209	23.500000	26.753945	-1.845700E-7	-1.141126E-10	1.500243E-10	-8.315219E-11	-8.200336E-11	-8.202525E-11	-8.203873E-11	-8.230488E-11	-8.203199E-11	-6.604591E-7	-3.300896E-6
604	3778003626.489976	1.715639	23.500000	26.745125	-1.845800E-7	-1.503380E-11	1.500023E-10	-7.541519E-11	-7.347235E-11	-7.539494E-11	-7.558448E-11	-7.496674E-11	-7.540507E-11	-6.623944E-7	-3.310422E-6
608	3778003643.620737	1.692967	23.500000	26.766587	-1.845000E-7	-1.438302E-11	1.500207E-10	-7.465424E-11	-7.416789E-11	-7.483477E-11	-7.542336E-11	-7.477006E-11	-7.474451E-11	-6.647402E-7	-3.322657E-6
612	3778003661.041561	1.745126	23.500000	26.730758	-1.846800E-7	-9.563859E-11	1.499648E-10	-8.179830E-11	-8.409302E-11	-8.274919E-11	-8.393290E-11	-8.314335E-11	-8.334104E-11	-6.658954E-7	-3.328003E-6
616	3778003678.341324	1.730157	23.500000	26.710447	-1.845800E-7	-3.250648E-11	1.500097E-10	-8.207063E-11	-8.316440E-11	-8.224340E-11	-8.244355E-11	-8.248049E-11	-8.234347E-11	-6.640921E-7	-3.318732E-6
620	3778003695.497389	1.749785	23.500000	26.739795	-1.845700E-7	-1.035989E-10	1.500562E-10	-7.610499E-11	-7.800017E-11	-7.675919E-11	-7.919126E-11	-7.751390E-11	-7.737968E-11	-6.620664E-7	-3.309156E-6
624	3778003712.614590	1.686086	23.500000	26.691145	-1.845800E-7	-3.165537E-11	1.500310E-10	-8.449003E-11	-8.260648E-11	-8.404515E-11	-8.442544E-11	-8.389177E-11	-8.423530E-11	-6.625886E-7	-3.311342E-6
628	3778003729.745401	1.665810	23.500000	26.719008	-1.846300E-7	-1.016964E-10	1.500525E-10	-8.287760E-11	-8.193754E-11	-8.130520E-11	-8.186680E-11	-8.199679E-11	-8.190217E-11	-6.645983E-7	-3.321227E-6
632	3778003746.851822	1.745421	23.500000	26.699210	-1.843900E-7	-3.180556E-11	1.500123E-10	-8.424388E-11	-8.464172E-11	-8.101653E-11	-8.497905E-11	-8.372030E-11	-8.444280E-11	-6.661870E-7	-3.329688E-6
636	3778003763.998975	1.684429	23.500000	26.659400	-1.845100E-7	-2.860141E-11	1.500690E-10	-8.009184E-11	-8.045268E-11	-8.178971E-11	-7.964369E-11	-8.049448E-11	-8.027226E-11	-6.656506E-7	-3.326613E-6
640	3778003781.490672	1.658242	23.500000	26.692216	-1.845600E-7	-9.839209E-11	1.501077E-10	-7.725988E-11	-7.758945E-11	-7.842847E-11	-7.589708E-11	-7.729372E-11	-7.742467E-11	-6.664615E-7	-3.330866E-6
644	3778003798.663253	1.827307	23.500000	26.737595	-1.847200E-7	-7.526203E-11	1.500765E-10	-8.526854E-11	-8.533457E-11	-8.721381E-11	-8.579986E-11	-8.590420E-11	-8.556721E-11	-6.675646E-7	-3.336153E-6
648	3778003815.803739	1.656711	23.500000	26.705712	-1.844000E-7	-7.115677E-11	1.500945E-10	-8.361602E-11	-8.376241E-11	-8.325703E-11	-8.328525E-11	-8.348018E-11	-8.345063E-11	-6.636600E-7	-3.316895E-6
652	3778003832.999457	1.621375	23.500000	26.730005	-1.844300E-7	-3.921520E-11	1.500412E-10	-8.150025E-11	-8.303663E-11	-8.053874E-11	-8.304643E-11	-8.203051E-11	-8.226844E-11	-6.612839E-7	-3.305538E-6
656	3778003850.159942	1.660453	23.500000	26.701868	-1.845700E-7	-7.546232E-11	1.501035E-10	-7.854523E-11	-7.987348E-11	-7.949648E-11	-7.810075E-11	-7.900399E-11	-7.902085E-11	-6.623640E-7	-3.310493E-6
660	3778003867.320013	1.653709	23.500000	26.713281	-1.846700E-7	-9.223414E-11	1.501405E-10	-8.096173E-11	-7.834221E-11	-7.929552E-11	-7.732795E-11	-7.898185E-11	-7.881887E-11	-6.635830E-7	-3.316738E-6
664	3778003884.726278	1.630316	23.500000	26.684844	-1.846400E-7	-9.588891E-11	1.501210E-10	-7.393238E-11	-7.556100E-11	-7.503678E-11	-7.461830E-11	-7.478712E-11	-7.482754E-11	-6.653042E-7	-3.325486E-6
668	3778003901.998743	1.620269	23.500000	26.651948	-1.844900E-7	-8.487450E-11	1.501333E-10	-8.041771E-11	-8.203732E-11	-7.988436E-11	-7.797583E-11	-8.007880E-11	-8.015103E-11	-6.650582E-7	-3.323826E-6
672	3778003919.136278	1.660789	23.500000	26.712132	-1.846100E-7	-1.553443E-11	1.500893E-10	-7.870696E-11	-7.937322E-11	-7.870796E-11	-7.651714E-11	-7.832632E-11	-7.870746E-11	-6.653868E-7	-3.325951E-6
676	3778003936.288391	1.743652	23.500000	26.736506	-1.846600E-7	-9.038170E-11	1.501737E-10	-8.033513E-11	-7.947810E-11	-7.934704E-11	-7.949897E-11	-7.966481E-11	-7.948853E-11	-6.647236E-7	-3.322212E-6
680	3778003953.406894	1.699391	23.500000	26.696140	-1.845700E-7	-8.782836E-11	1.502183E-10	-8.298551E-11	-8.295690E-11	-8.279624E-11	-8.274185E-11	-8.287012E-11	-8.287657E-11	-6.617033E-7	-3.307169E-6
684	3778003970.867254	1.655208	23.500000	26.687995	-1.844800E-7	-8.157021E-11	1.502068E-10	-8.250777E-11	-7.917735E-11	-7.881038E-11	-7.852149E-11	-7.975425E-11	-7.899387E-11	-6.601466E-7	-3.298912E-6
688	3778003988.156256	1.658738	23.500000	26.689540	-1.844400E-7	-1.087055E-10	1.502338E-10	-8.215363E-11	-7.998757E-11	-8.037337E-11	-8.152133E-11	-8.100897E-11	-8.094735E-11	-6.616772E-7	-3.306848E-6
692	3778004005.282672	1.652374	23.500000	26.671429	-1.846000E-7	-1.963976E-11	1.501820E-10	-7.440810E-11	-7.485215E-11	-7.728708E-11	-7.555524E-11	-7.552564E-11	-7.520370E-11	-6.621099E-7	-3.309179E-6
696	3778004022.423297	1.622030	23.500000	26.688431	-1.845200E-7	-2.529711E-11	1.502473E-10	-8.423549E-11	-8.491281E-11	-8.379512E-11	-8.449717E-11	-8.436015E-11	-8.436633E-11	-6.616718E-7	-3.306991E-6
700	3778004039.520704	1.628811	23.500000	26.687935	-1.847900E-7	-1.833807E-11	1.502917E-10	-8.134588E-11	-8.319098E-11	-8.048803E-11	-8.104126E-11	-8.151654E-11	-8.119357E-11	-6.631240E-7	-3.313916E-6
704	3778004056.690843	1.643395	23.500000	26.707634	-1.844400E-7	-1.172985E-11	1.502660E-10	-7.984462E-11	-8.236277E-11	-8.071595E-11	-8.081964E-11	-8.093574E-11	-8.076779E-11	-6.636679E-7	-3.316745E-6
708	3778004073.847289	1.649041	23.500000	26.667860	-1.845400E-7	-8.552541E-11	1.502968E-10	-8.002148E-11	-8.023025E-11	-7.807885E-11	-7.942677E-11	-7.943934E-11	-7.972413E-11	-6.606368E-7	-3.301465E-6
712	3778004091.005632	1.625256	23.500000	26.693187	-1.842900E-7	-2.174249E-11	1.502538E-10	-8.149965E-11	-8.052160E-11	-8.086443E-11	-8.294036E-11	-8.145651E-11	-8.118204E-11	-6.577694E-7	-3.288007E-6
716	3778004108.427533	1.640792	23.500000	26.696257	-1.845600E-7	-1.608514E-11	1.502898E-10	-8.854942E-11	-8.773599E-11	-8.708113E-11	-8.792121E-11	-8.782194E-11	-8.782860E-11	-6.582696E-7	-3.289904E-6
720	3778004125.861411	1.594935	23.500000	26.712348	-1.844400E-7	-1.036989E-10	1.503330E-10	-8.475887E-11	-8.209722E-11	-8.187498E-11	-8.243391E-11	-8.279124E-11	-8.226557E-11	-6.588704E-7	-3.292766E-6
724	3778004143.189981	1.599376	23.500000	26.673745	-1.845200E-7	-2.364497E-11	1.503395E-10	-7.727236E-11	-7.674592E-11	-7.679007E-11	-7.670398E-11	-7.687808E-11	-7.676799E-11	-6.608705E-7	-3.302521E-6
728	3778004160.698584	1.585703	23.500000	26.716431	-1.846100E-7	-9.003123E-11	1.503642E-10	-8.244744E-11	-8.256496E-11	-8.270933E-11	-8.265493E-11	-8.259417E-11	-8.260995E-11	-6.605882E-7	-3.301352E-6
732	3778004178.000019	1.602815	23.500000	26.714766	-1.845400E-7	-4.557345E-11	1.503328E-10	-7.857057E-11	-7.795930E-11	-7.765100E-11	-7.580017E-11	-7.749526E-11	-7.780515E-11	-6.615954E-7	-3.306959E-6
736	3778004195.147012	1.635850	23.500000	26.737953	-1.846100E-7	-4.517293E-11	1.504015E-10	-8.335208E-11	-8.089611E-11	-8.085441E-11	-8.126083E-11	-8.159086E-11	-8.107847E-11	-6.621656E-7	-3.309218E-6
740	3778004212.480235	1.706399	23.500000	26.723130	-1.847000E-7	-6.975490E-11	1.504455E-10	-8.100019E-11	-8.012946E-11	-7.899112E-11	-8.278764E-11	-8.072710E-11	-8.056482E-11	-6.579631E-7	-3.288498E-6
744	3778004229.619342	1.643146	23.500000	26.746275	-1.847200E-7	-8.847919E-11	1.504138E-10	-7.783012E-11	-7.717853E-11	-7.927285E-11	-8.013295E-11	-7.860361E-11	-7.855149E-11	-6.566775E-7	-3.282041E-6
748	3778004246.766111	1.610445	23.500000	26.742886	-1.846100E-7	-9.458723E-11	1.504517E-10	-8.427248E-11	-8.586674E-11	-8.373051E-11	-8.497535E-11	-8.471127E-11	-8.462392E-11	-6.568060E-7	-3.282619E-6
752	3778004263.921391	1.584260	23.500000	26.733870	-1.847800E-7	-1.037824E-11	1.503920E-10	-8.318323E-11	-8.425614E-11	-8.449019E-11	-8.350848E-11	-8.385951E-11	-8.388231E-11	-6.578442E-7	-3.287979E-6
756	3778004281.037887	1.651057	23.500000	26.777190	-1.845900E-7	-9.869249E-11	1.504665E-10	-8.512666E-11	-8.630854E-11	-8.650133E-11	-8.548955E-11	-8.585652E-11	-8.589904E-11	-6.596522E-7	-3.296454E-6
760	3778004298.189112	1.615009	23.500000	26.773761	-1.845000E-7	-7.606304E-11	1.505125E-10	-8.641321E-11	-8.734530E-11	-8.814610E-11	-8.710772E-11	-8.725308E-11	-8.722651E-11	-6.596595E-7	-3.296977E-6
764	3778004315.480466	1.586993	23.500000	26.748099	-1.846000E-7	-6.623755E-12	1.505080E-10	-8.239692E-11	-8.045329E-11	-8.110199E-11	-8.059538E-11	-8.113690E-11	-8.084868E-11	-6.609203E-7	-3.303281E-6
768	3778004332.647476	1.609422	23.500000	26.747881	-1.844400E-7	-3.736280E-11	1.505425E-10	-7.448128E-11	-7.813163E-11	-7.717833E-11	-7.654637E-11	-7.658440E-11	-7.686235E-11	-6.608861E-7	-3.303102E-6
772	3778004349.790109	1.575433	23.500000	26.753787	-1.844900E-7	-8.807866E-11	1.505140E-10	-8.299760E-11	-8.164155E-11	-8.412309E-11	-8.230496E-11	-8.276680E-11	-8.265128E-11	-6.579658E-7	-3.288457E-6
776	3778004367.193694	1.575670	23.500000	26.752774	-1.845900E-7	-8.387325E-11	1.505878E-10	-7.994834E-11	-8.033350E-11	-7.960323E-11	-7.927548E-11	-7.979014E-11	-7.977578E-11	-6.566035E-7	-3.281695E-6
780	3778004384.544608	1.553123	23.500000	26.741143	-1.843300E-7	-5.153119E-11	1.506210E-10	-7.656744E-11	-7.403809E-11	-7.595086E-11	-7.495381E-11	-7.537755E-11	-7.545233E-11	-6.588404E-7	-3.292692E-6
784	3778004401.693429	1.543538	23.500000	26.765657	-1.844700E-7	-4.170827E-12	1.506035E-10	-7.972466E-11	-8.158182E-11	-8.246644E-11	-8.053100E-11	-8.107598E-11	-8.105641E-11	-6.604910E-7	-3.300955E-6
788	3778004418.823602	1.589331	23.500000	26.749288	-1.845500E-7	-1.018466E-10	1.506297E-10	-8.455608E-11	-8.127313E-11	-8.113087E-11	-8.293893E-11	-8.247475E-11	-8.210603E-11	-6.609228E-7	-3.303461E-6
792	3778004435.934875	1.603836	23.500000	26.728777	-1.845400E-7	-9.248448E-11	1.505950E-10	-8.255867E-11	-8.049850E-11	-7.983014E-11	-8.066390E-11	-8.088780E-11	-8.058120E-11	-6.615915E-7	-3.306934E-6
796	3778004453.159426	1.590593	23.500000	26.731987	-1.845400E-7	-2.374510E-11	1.506548E-10	-7.929657E-11	-8.132398E-11	-8.355671E-11	-8.189156E-11	-8.151720E-11	-8.160777E-11	-6.631823E-7	-3.314315E-6
800	3778004470.309374	1.576245	23.500000	26.737753	-1.846200E-7	-1.060020E-10	1.506830E-10	-7.632947E-11	-7.523670E-11	-7.819521E-11	-7.783358E-11	-7.689874E-11	-7.708153E-11	-6.613084E-7	-3.304837E-6
804	3778004487.459040	1.583091	23.500000	26.760722	-1.845300E-7	-8.747799E-11	1.506487E-10	-8.582381E-11	-8.438129E-11	-8.366960E-11	-8.706443E-11	-8.523478E-11	-8.510255E-11	-6.580420E-7	-3.288829E-6
808	3778004504.626965	1.626344	23.500000	26.755252	-1.847700E-7	-1.042998E-10	1.506520E-10	-7.967457E-11	-8.074361E-11	-8.065078E-11	-8.255720E-11	-8.090654E-11	-8.069720E-11	-6.579889E-7	-3.288909E-6
812	3778004521.756741	1.581243	23.500000	26.784244	-1.845800E-7	-7.796558E-11	1.506040E-10	-8.171882E-11	-8.108117E-11	-7.909905E-11	-8.047212E-11	-8.059279E-11	-8.077664E-11	-6.604908E-7	-3.300637E-6
816	3778004538.870117	1.592352	23.500000	26.743797	-1.845500E-7	-9.118280E-11	1.506610E-10	-8.270929E-11	-8.032305E-11	-8.341791E-11	-8.245109E-11	-8.222533E-11	-8.258019E-11	-6.615339E-7	-3.306286E-6
820	3778004556.044444	1.584173	23.500000	26.752894	-1.847100E-7	-1.025976E-10	1.507015E-10	-7.574802E-11	-7.622746E-11	-7.561740E-11	-7.508463E-11	-7.566938E-11	-7.568271E-11	-6.613412E-7	-3.305290E-6
824	3778004573.175334	1.605886	23.500000	26.766429	-1.847200E-7	-1.007788E-11	1.506582E-10	-8.060869E-11	-8.056658E-11	-7.827373E-11	-8.178995E-11	-8.030974E-11	-8.058764E-11	-6.624444E-7	-3.310719E-6
828	3778004590.451321	1.612941	23.500000	26.776714	-1.847400E-7	-9.053194E-11	1.506985E-10	-8.510114E-11	-8.257073E-11	-8.236586E-11	-8.455689E-11	-8.364866E-11	-8.356381E-11	-6.628242E-7	-3.312930E-6
832	3778004607.938464	1.614997	23.500000	26.775068	-1.846400E-7	-1.029480E-10	1.506640E-10	-8.122526E-11	-8.122550E-11	-8.059971E-11	-8.121588E-11	-8.106659E-11	-8.122057E-11	-6.577740E-7	-3.287209E-6
836	3778004625.097292	1.641462	23.500000	26.787374	-1.845700E-7	-2.489660E-11	1.507047E-10	-8.501525E-11	-8.378941E-11	-8.550836E-11	-8.542395E-11	-8.493424E-11	-8.521960E-11	-6.564325E-7	-3.280554E-6
840	3778004642.200551	1.606629	23.500000	26.767143	-1.845500E-7	-9.628933E-11	1.507403E-10	-8.216264E-11	-8.257890E-11	-8.235117E-11	-8.026461E-11	-8.183933E-11	-8.225690E-11	-6.565084E-7	-3.281152E-6
844	3778004659.396626	1.617883	23.500000	26.757332	-1.845200E-7	-9.944349E-11	1.507200E-10	-8.816816E-11	-8.928201E-11	-8.750765E-11	-8.906222E-11	-8.850501E-11	-8.861519E-11	-6.584237E-7	-3.290593E-6
848	3778004676.551891	1.584653	23.500000	26.779210	-1.845900E-7	-2.434588E-11	1.507415E-10	-8.467235E-11	-8.311248E-11	-8.515896E-11	-8.376773E-11	-8.417788E-11	-8.422004E-11	-6.585888E-7	-3.291524E-6
852	3778004693.662804	1.599985	23.500000	26.810421	-1.846000E-7	-1.058519E-10	1.507072E-10	-8.078856E-11	-8.307752E-11	-8.204814E-11	-8.141317E-11	-8.183185E-11	-8.173066E-11	-6.584344E-7	-3.290574E-6
