#Open Capacitance 1000Hz:4.560857E-12
#Open Capacitance 1000000Hz:Not Measured
#47368_021_2-S_MAIN0_Single_092023
#Date/Time: 9/20/2023 11:26:59 AM
#Sensor Name: 47368_021_2-S_MAIN0
#Station: Tesla
#Annealing Status: Not Irradiated
#Environment: 23.5C
#Tester: Yarelis Acevedo

#Notes: 

#Time Delay per Ramp Step (s): 0.000

#Time Delay per Measurement (s) :0.000

#Number of measurements per voltage: 0.000



Strip 	Time	RH	ChuckT	AirT	Global Current	Pinhole	Coupling Cap	Istrip_0	Istrip_1	Istrip_2	Istrip_3	Istrip_Mean	Istrip_Median	I_RBias_V-1.0	I_RBias_V-5.0
392	3778070176.893214	1.748062	23.500000	26.865888	-1.957900E-7	-9.834228E-11	1.484117E-10	-8.704459E-11	-8.495209E-11	-8.656886E-11	-8.562311E-11	-8.604716E-11	-8.609598E-11	-6.749111E-7	-3.373000E-6
396	3778070194.014855	1.701547	23.500000	26.859686	-1.956800E-7	-8.926490E-12	1.484892E-10	-8.628139E-11	-8.585904E-11	-8.767242E-11	-8.785379E-11	-8.691666E-11	-8.697690E-11	-6.753481E-7	-3.375270E-6
400	3778070211.292713	1.690235	23.500000	26.872408	-1.955700E-7	-9.013150E-11	1.485565E-10	-8.021391E-11	-7.988719E-11	-8.209542E-11	-7.872963E-11	-8.023154E-11	-8.005055E-11	-6.752579E-7	-3.374769E-6
404	3778070228.598908	1.810002	23.500000	26.899319	-1.958900E-7	-9.043185E-11	1.485445E-10	-8.673424E-11	-8.752378E-11	-8.627871E-11	-8.563572E-11	-8.654311E-11	-8.650648E-11	-6.728018E-7	-3.362445E-6
408	3778070245.728613	1.692413	23.500000	26.827384	-1.955300E-7	-3.335763E-11	1.485735E-10	-8.852557E-11	-9.023062E-11	-8.899723E-11	-9.050295E-11	-8.956409E-11	-8.961392E-11	-6.718716E-7	-3.358327E-6
412	3778070262.884603	1.674012	23.500000	26.845478	-1.957000E-7	-4.982907E-11	1.485540E-10	-8.276804E-11	-8.226244E-11	-7.847696E-11	-7.958914E-11	-8.077415E-11	-8.092579E-11	-6.747171E-7	-3.372396E-6
416	3778070280.056680	1.679601	23.500000	26.855901	-1.956400E-7	-9.719068E-11	1.486530E-10	-7.842216E-11	-7.796376E-11	-7.897926E-11	-8.111935E-11	-7.912113E-11	-7.870071E-11	-6.759815E-7	-3.378792E-6
420	3778070297.478390	1.663856	23.500000	26.840405	-1.955800E-7	-7.891697E-11	1.487280E-10	-8.855379E-11	-9.032119E-11	-9.102714E-11	-9.102859E-11	-9.023268E-11	-9.067417E-11	-6.762791E-7	-3.380435E-6
424	3778070314.772976	1.647608	23.500000	26.854732	-1.956800E-7	-2.024055E-11	1.487353E-10	-8.278803E-11	-8.299289E-11	-8.331286E-11	-8.121299E-11	-8.257669E-11	-8.289046E-11	-6.774102E-7	-3.385603E-6
428	3778070331.932993	1.608064	23.500000	26.852434	-1.956800E-7	-1.218039E-11	1.487970E-10	-7.201613E-11	-7.277541E-11	-7.208255E-11	-7.331268E-11	-7.254669E-11	-7.242898E-11	-6.778948E-7	-3.388113E-6
432	3778070349.339473	1.607460	23.500000	26.816288	-1.957000E-7	-9.018156E-11	1.487998E-10	-8.103679E-11	-8.047824E-11	-8.208068E-11	-8.263899E-11	-8.155867E-11	-8.155874E-11	-6.743353E-7	-3.370082E-6
436	3778070366.797467	1.614920	23.500000	26.820984	-1.956700E-7	-7.811592E-11	1.488812E-10	-8.252288E-11	-8.189238E-11	-8.095031E-11	-8.538859E-11	-8.268854E-11	-8.220763E-11	-6.722044E-7	-3.360027E-6
440	3778070384.246563	1.730618	23.500000	26.849758	-1.957900E-7	-1.743690E-11	1.489470E-10	-8.018525E-11	-8.256724E-11	-8.203405E-11	-8.305689E-11	-8.196086E-11	-8.230064E-11	-6.720041E-7	-3.358422E-6
444	3778070401.515337	1.669707	23.500000	26.850709	-1.956400E-7	-9.749113E-11	1.489347E-10	-7.710164E-11	-8.027603E-11	-8.054733E-11	-7.757291E-11	-7.887448E-11	-7.892447E-11	-6.735529E-7	-3.366370E-6
448	3778070418.974351	1.682917	23.500000	26.863987	-1.956600E-7	-4.421120E-12	1.489780E-10	-8.969903E-11	-8.787234E-11	-8.815917E-11	-8.960600E-11	-8.883414E-11	-8.888258E-11	-6.746491E-7	-3.372150E-6
452	3778070436.241515	1.651051	23.500000	26.870623	-1.956700E-7	-1.024976E-10	1.489245E-10	-8.932820E-11	-8.941222E-11	-8.794961E-11	-9.045794E-11	-8.928699E-11	-8.937021E-11	-6.745084E-7	-3.370818E-6
456	3778070453.683544	1.698800	23.500000	26.906036	-1.955400E-7	-7.461136E-11	1.490025E-10	-7.743099E-11	-7.870982E-11	-7.761295E-11	-7.596064E-11	-7.742860E-11	-7.752197E-11	-6.743015E-7	-3.370159E-6
460	3778070470.974097	1.714429	23.500000	26.895514	-1.956600E-7	-4.637460E-11	1.490403E-10	-8.018752E-11	-8.176929E-11	-8.202629E-11	-8.241206E-11	-8.159879E-11	-8.189779E-11	-6.734264E-7	-3.365633E-6
464	3778070488.411047	1.689784	23.500000	26.850888	-1.957600E-7	-2.584786E-11	1.490232E-10	-8.560466E-11	-8.367797E-11	-8.425431E-11	-8.495451E-11	-8.462286E-11	-8.460441E-11	-6.697765E-7	-3.347324E-6
468	3778070505.671898	1.737034	23.500000	26.830753	-1.959200E-7	-9.694046E-11	1.490065E-10	-7.827982E-11	-8.114100E-11	-7.998878E-11	-8.032180E-11	-7.993285E-11	-8.015529E-11	-6.676864E-7	-3.336715E-6
472	3778070522.977931	1.715215	23.500000	26.837075	-1.957700E-7	-1.933938E-11	1.489858E-10	-8.452827E-11	-8.345862E-11	-8.558646E-11	-8.509951E-11	-8.466822E-11	-8.481389E-11	-6.682550E-7	-3.340332E-6
476	3778070540.125973	1.758957	23.500000	26.847597	-1.955800E-7	-2.654877E-11	1.490382E-10	-8.729492E-11	-8.675256E-11	-8.612328E-11	-8.519183E-11	-8.634065E-11	-8.643792E-11	-6.687652E-7	-3.341865E-6
480	3778070557.315411	1.694568	23.500000	26.794509	-1.954900E-7	-6.134408E-11	1.490935E-10	-7.885820E-11	-8.152127E-11	-8.090488E-11	-8.031199E-11	-8.039908E-11	-8.060844E-11	-6.695055E-7	-3.345705E-6
484	3778070574.510533	1.598587	23.500000	26.820192	-1.957000E-7	-9.368614E-11	1.490770E-10	-8.940176E-11	-8.621429E-11	-8.700691E-11	-8.619588E-11	-8.720471E-11	-8.661060E-11	-6.698998E-7	-3.348405E-6
488	3778070591.930242	1.634610	23.500000	26.827782	-1.957000E-7	-1.038995E-10	1.491140E-10	-8.302294E-11	-8.108830E-11	-8.072048E-11	-8.001636E-11	-8.121202E-11	-8.090439E-11	-6.698414E-7	-3.347719E-6
492	3778070609.354876	1.644558	23.500000	26.832735	-1.957700E-7	-8.767837E-11	1.490725E-10	-8.340705E-11	-8.230881E-11	-8.265737E-11	-8.212174E-11	-8.262374E-11	-8.248309E-11	-6.683863E-7	-3.341052E-6
496	3778070626.576987	1.620281	23.500000	26.823262	-1.958900E-7	-9.849249E-11	1.491672E-10	-8.458115E-11	-8.572625E-11	-8.521089E-11	-8.468932E-11	-8.505190E-11	-8.495011E-11	-6.646475E-7	-3.322201E-6
500	3778070643.966473	1.617082	23.500000	26.836660	-1.958200E-7	-2.915216E-11	1.492245E-10	-7.979619E-11	-7.742609E-11	-7.853968E-11	-7.962833E-11	-7.884757E-11	-7.908401E-11	-6.641408E-7	-3.319036E-6
504	3778070661.294886	1.636558	23.500000	26.839335	-1.955900E-7	-4.266975E-11	1.492115E-10	-7.918675E-11	-7.842275E-11	-7.889134E-11	-8.054814E-11	-7.926224E-11	-7.903905E-11	-6.656239E-7	-3.326747E-6
508	3778070678.446577	1.726384	23.600000	26.861688	-1.957100E-7	-1.833808E-11	1.492642E-10	-8.357493E-11	-8.365199E-11	-8.528776E-11	-8.401449E-11	-8.413229E-11	-8.383324E-11	-6.666814E-7	-3.332084E-6
512	3778070695.761012	1.683856	23.500000	26.839810	-1.956500E-7	-1.999022E-11	1.492615E-10	-8.356081E-11	-8.614066E-11	-8.273405E-11	-8.427391E-11	-8.417736E-11	-8.391736E-11	-6.680955E-7	-3.339152E-6
516	3778070713.031894	1.621222	23.500000	26.871418	-1.956400E-7	-4.186873E-11	1.493212E-10	-8.192568E-11	-7.997732E-11	-7.743466E-11	-8.019403E-11	-7.988292E-11	-8.008567E-11	-6.687349E-7	-3.342128E-6
520	3778070730.137800	1.641107	23.500000	26.871813	-1.959200E-7	-8.576078E-12	1.493600E-10	-8.366343E-11	-8.226076E-11	-8.400976E-11	-8.159345E-11	-8.288185E-11	-8.296209E-11	-6.688452E-7	-3.342787E-6
524	3778070747.285983	1.626857	23.500000	26.873161	-1.956000E-7	-4.502276E-11	1.493347E-10	-7.887106E-11	-7.772558E-11	-7.749906E-11	-7.733573E-11	-7.785786E-11	-7.761232E-11	-6.651297E-7	-3.324272E-6
528	3778070764.422787	1.616550	23.500000	26.856813	-1.956400E-7	-7.486165E-11	1.493460E-10	-8.719030E-11	-8.837014E-11	-8.661052E-11	-9.019891E-11	-8.809247E-11	-8.778022E-11	-6.640989E-7	-3.319173E-6
532	3778070781.703142	1.636643	23.500000	26.870190	-1.956600E-7	-9.977753E-12	1.492773E-10	-8.128147E-11	-8.244232E-11	-8.167584E-11	-8.088794E-11	-8.157189E-11	-8.147865E-11	-6.647486E-7	-3.322609E-6
536	3778070798.977445	1.638676	23.500000	26.876094	-1.957300E-7	-3.220614E-11	1.493398E-10	-8.242127E-11	-8.189706E-11	-8.020937E-11	-7.919229E-11	-8.093000E-11	-8.105321E-11	-6.673243E-7	-3.334784E-6
540	3778070816.271126	1.698324	23.500000	26.879919	-1.956500E-7	-4.206895E-11	1.493815E-10	-7.815962E-11	-8.037150E-11	-7.924579E-11	-7.943531E-11	-7.930305E-11	-7.934055E-11	-6.690645E-7	-3.343686E-6
544	3778070833.401564	1.711399	23.500000	26.862579	-1.956700E-7	-7.466140E-11	1.493607E-10	-8.160900E-11	-8.428126E-11	-8.305299E-11	-8.428475E-11	-8.330700E-11	-8.366712E-11	-6.694105E-7	-3.345535E-6
548	3778070850.608461	1.697824	23.500000	26.899873	-1.955600E-7	-9.158336E-11	1.493730E-10	-7.772660E-11	-7.722939E-11	-7.523179E-11	-7.526368E-11	-7.636287E-11	-7.624653E-11	-6.711211E-7	-3.354154E-6
552	3778070867.913723	1.684593	23.500000	26.868325	-1.957400E-7	-8.817894E-11	1.493058E-10	-8.728886E-11	-8.849428E-11	-8.881648E-11	-8.734508E-11	-8.798618E-11	-8.791968E-11	-6.711924E-7	-3.354593E-6
556	3778070885.239970	1.640314	23.500000	26.823044	-1.957200E-7	-3.836415E-11	1.493575E-10	-8.115226E-11	-8.269788E-11	-8.261159E-11	-8.218144E-11	-8.216079E-11	-8.239652E-11	-6.683101E-7	-3.339806E-6
560	3778070902.348279	1.631095	23.500000	26.837649	-1.957000E-7	-6.229532E-11	1.493910E-10	-8.158628E-11	-8.311492E-11	-8.283280E-11	-7.999978E-11	-8.188344E-11	-8.220954E-11	-6.667026E-7	-3.332095E-6
564	3778070919.515063	1.693739	23.500000	26.833073	-1.955800E-7	-5.859049E-11	1.493787E-10	-8.477275E-11	-8.378304E-11	-8.446176E-11	-8.503422E-11	-8.451294E-11	-8.461726E-11	-6.686961E-7	-3.342155E-6
568	3778070936.960629	1.712377	23.500000	26.839592	-1.956800E-7	-9.964399E-11	1.494230E-10	-7.987528E-11	-8.378181E-11	-8.196713E-11	-8.034080E-11	-8.149126E-11	-8.115397E-11	-6.699071E-7	-3.348202E-6
572	3778070954.087823	1.712344	23.500000	26.856535	-1.957400E-7	-9.028166E-11	1.494048E-10	-8.788660E-11	-8.640295E-11	-8.512210E-11	-8.517425E-11	-8.614647E-11	-8.578860E-11	-6.711168E-7	-3.353747E-6
576	3778070971.259727	1.699757	23.500000	26.833112	-1.957100E-7	-3.746295E-11	1.494880E-10	-8.637212E-11	-8.581048E-11	-8.585241E-11	-8.491442E-11	-8.573736E-11	-8.583145E-11	-6.717407E-7	-3.356968E-6
580	3778070988.365221	1.742657	23.500000	26.868722	-1.957300E-7	-4.442201E-11	1.495285E-10	-8.235909E-11	-8.192119E-11	-8.260363E-11	-8.268905E-11	-8.239324E-11	-8.248136E-11	-6.730396E-7	-3.363518E-6
584	3778071005.515369	1.790680	23.500000	26.861270	-1.955600E-7	-9.383631E-11	1.495077E-10	-8.092636E-11	-8.313578E-11	-8.400528E-11	-8.454212E-11	-8.315239E-11	-8.357053E-11	-6.719987E-7	-3.358872E-6
588	3778071022.970789	1.771168	23.500000	26.850353	-1.955300E-7	-8.425895E-12	1.495360E-10	-8.392266E-11	-8.293010E-11	-8.339376E-11	-8.324495E-11	-8.337287E-11	-8.331935E-11	-6.693103E-7	-3.345179E-6
592	3778071040.109177	1.672818	23.500000	26.847101	-1.958500E-7	-1.152961E-11	1.495083E-10	-8.267990E-11	-8.327442E-11	-8.176192E-11	-8.065119E-11	-8.209186E-11	-8.222091E-11	-6.677416E-7	-3.337319E-6
596	3778071057.261374	1.771396	23.500000	26.868106	-1.956700E-7	-1.733677E-11	1.495740E-10	-8.692787E-11	-8.535525E-11	-8.539431E-11	-8.549510E-11	-8.579313E-11	-8.544470E-11	-6.697437E-7	-3.346965E-6
600	3778071074.430035	1.693735	23.500000	26.842545	-1.956100E-7	-7.075629E-11	1.496210E-10	-8.917735E-11	-8.760472E-11	-8.712021E-11	-8.869278E-11	-8.814877E-11	-8.814875E-11	-6.700305E-7	-3.348934E-6
604	3778071091.584259	1.674174	23.500000	26.840881	-1.956800E-7	-3.500975E-11	1.496172E-10	-8.283443E-11	-8.587064E-11	-8.509494E-11	-8.469301E-11	-8.462325E-11	-8.489398E-11	-6.708664E-7	-3.353214E-6
608	3778071108.770884	1.602985	23.500000	26.852174	-1.957300E-7	-2.184263E-11	1.496433E-10	-8.376077E-11	-8.690145E-11	-8.439111E-11	-8.599921E-11	-8.526314E-11	-8.519516E-11	-6.719278E-7	-3.358351E-6
612	3778071126.186524	1.641234	23.500000	26.849143	-1.957800E-7	-4.562357E-11	1.496180E-10	-8.559547E-11	-8.720874E-11	-8.414883E-11	-8.653199E-11	-8.587126E-11	-8.606373E-11	-6.729166E-7	-3.363454E-6
616	3778071143.494919	1.681750	23.500000	26.820330	-1.956800E-7	-5.358392E-11	1.496885E-10	-8.415330E-11	-8.419868E-11	-8.473924E-11	-8.340360E-11	-8.412371E-11	-8.417599E-11	-6.703296E-7	-3.350128E-6
620	3778071160.659541	1.826775	23.500000	26.870010	-1.955900E-7	-1.658580E-11	1.497443E-10	-8.544927E-11	-8.429334E-11	-8.603356E-11	-8.437145E-11	-8.503691E-11	-8.491036E-11	-6.677155E-7	-3.336746E-6
624	3778071177.920773	1.718428	23.500000	26.826096	-1.957600E-7	-9.864257E-11	1.497388E-10	-8.800258E-11	-8.760227E-11	-8.826200E-11	-8.819311E-11	-8.801499E-11	-8.809785E-11	-6.666293E-7	-3.331485E-6
628	3778071195.224622	1.729165	23.500000	26.813730	-1.957700E-7	-3.721261E-11	1.497830E-10	-8.862531E-11	-8.957066E-11	-8.771883E-11	-8.877334E-11	-8.867203E-11	-8.869933E-11	-6.686296E-7	-3.341802E-6
632	3778071212.406259	1.664830	23.500000	26.848470	-1.955500E-7	-8.877966E-11	1.497653E-10	-8.664649E-11	-8.388672E-11	-8.528880E-11	-8.544520E-11	-8.531680E-11	-8.536700E-11	-6.694594E-7	-3.346084E-6
636	3778071229.575843	1.654496	23.500000	26.859665	-1.957200E-7	-5.722676E-12	1.498492E-10	-8.191876E-11	-8.118235E-11	-8.262553E-11	-8.093660E-11	-8.166581E-11	-8.155055E-11	-6.688435E-7	-3.342587E-6
640	3778071246.745025	1.773128	23.500000	26.878234	-1.956400E-7	-4.221917E-11	1.499070E-10	-8.674892E-11	-8.681882E-11	-8.568155E-11	-8.602198E-11	-8.631782E-11	-8.638545E-11	-6.694261E-7	-3.345596E-6
644	3778071263.861758	1.740070	23.500000	26.847042	-1.956400E-7	-1.648567E-11	1.499180E-10	-8.648521E-11	-8.711896E-11	-8.781573E-11	-8.865376E-11	-8.751842E-11	-8.746734E-11	-6.699132E-7	-3.348241E-6
648	3778071281.018374	1.662602	23.500000	26.864938	-1.957200E-7	-6.464836E-11	1.499665E-10	-8.845766E-11	-8.876599E-11	-8.760269E-11	-8.892441E-11	-8.843769E-11	-8.861183E-11	-6.664383E-7	-3.330619E-6
652	3778071298.144166	1.641068	23.500000	26.828416	-1.956700E-7	-8.447416E-11	1.499615E-10	-8.568520E-11	-8.782530E-11	-8.936540E-11	-8.782122E-11	-8.767428E-11	-8.782326E-11	-6.633798E-7	-3.315733E-6
656	3778071315.313877	1.681150	23.500000	26.837174	-1.956600E-7	-5.904106E-11	1.500685E-10	-8.545299E-11	-8.993845E-11	-8.750946E-11	-8.777321E-11	-8.766853E-11	-8.764133E-11	-6.639518E-7	-3.318466E-6
660	3778071332.474329	1.815328	23.500000	26.882813	-1.955900E-7	-9.924333E-11	1.501363E-10	-8.229391E-11	-8.306568E-11	-8.243928E-11	-8.278947E-11	-8.264709E-11	-8.261437E-11	-6.653523E-7	-3.325495E-6
664	3778071349.914758	1.718328	23.500000	26.872823	-1.956800E-7	-1.023474E-10	1.501433E-10	-8.378943E-11	-8.270935E-11	-8.072460E-11	-8.380822E-11	-8.275790E-11	-8.324939E-11	-6.654034E-7	-3.325471E-6
668	3778071367.227015	1.716463	23.500000	26.854652	-1.955600E-7	-8.522504E-11	1.501850E-10	-8.992680E-11	-8.798727E-11	-8.853433E-11	-8.903072E-11	-8.886978E-11	-8.878253E-11	-6.650001E-7	-3.323729E-6
672	3778071384.535778	1.706800	23.500000	26.822569	-1.956000E-7	-1.793756E-11	1.175747E-10	-5.512538E-11	-5.523353E-11	-5.882213E-11	-4.991717E-11	-5.477455E-11	-5.517945E-11	-4.614990E-7	-3.247151E-6
676	3778071401.940803	1.700143	23.500000	26.792766	-1.957300E-7	-2.424576E-11	1.502190E-10	-8.498606E-11	-8.279603E-11	-8.375139E-11	-8.505371E-11	-8.414680E-11	-8.436872E-11	-6.629435E-7	-2.727510E-6
680	3778071419.052599	1.734937	23.500000	26.817873	-1.956100E-7	-1.025476E-10	1.503180E-10	-8.629716E-11	-8.438353E-11	-8.458371E-11	-8.301113E-11	-8.456888E-11	-8.448362E-11	-6.612555E-7	-3.305335E-6
684	3778071436.207118	1.683638	23.500000	26.820509	-1.956700E-7	-3.936546E-11	1.503138E-10	-9.413061E-11	-9.541883E-11	-9.367983E-11	-9.239757E-11	-9.390671E-11	-9.390522E-11	-6.584258E-7	-3.291041E-6
688	3778071453.387875	1.636737	23.500000	26.850927	-1.957000E-7	-5.939153E-11	1.503488E-10	-8.501835E-11	-8.519047E-11	-8.711187E-11	-8.526058E-11	-8.564532E-11	-8.522552E-11	-6.608616E-7	-3.303018E-6
692	3778071470.691389	1.632611	23.500000	26.852174	-1.956600E-7	-4.687523E-11	1.503100E-10	-8.576230E-11	-8.571532E-11	-8.808357E-11	-8.823649E-11	-8.694942E-11	-8.692294E-11	-6.625759E-7	-3.311530E-6
696	3778071487.842460	1.659622	23.500000	26.834122	-1.957400E-7	-9.213415E-11	1.503932E-10	-8.777588E-11	-8.757553E-11	-8.993828E-11	-8.894960E-11	-8.855982E-11	-8.836274E-11	-6.625694E-7	-3.311433E-6
700	3778071505.015814	1.645557	23.500000	26.837094	-1.957600E-7	-9.949360E-11	1.504523E-10	-9.566314E-11	-9.479855E-11	-9.785189E-11	-9.509822E-11	-9.585295E-11	-9.538068E-11	-6.643377E-7	-3.320369E-6
704	3778071522.440697	1.617513	23.500000	26.857605	-1.956100E-7	-3.701237E-11	1.504425E-10	-8.734558E-11	-8.744284E-11	-8.677292E-11	-8.702376E-11	-8.714628E-11	-8.718467E-11	-6.648797E-7	-3.323523E-6
708	3778071539.741522	1.580645	23.500000	26.847418	-1.956500E-7	-9.879270E-11	1.504930E-10	-9.411449E-11	-9.367165E-11	-9.564739E-11	-9.390695E-11	-9.433512E-11	-9.401072E-11	-6.632469E-7	-3.314641E-6
712	3778071557.063451	1.616947	23.500000	26.802673	-1.957200E-7	-1.838814E-11	1.504852E-10	-9.860140E-11	-9.772066E-11	-1.001413E-10	-9.746428E-11	-9.848191E-11	-9.816103E-11	-6.605864E-7	-3.301522E-6
716	3778071574.258049	1.634683	23.500000	26.797797	-1.956500E-7	-1.050009E-10	1.505610E-10	-9.166459E-11	-9.226344E-11	-9.239997E-11	-9.360763E-11	-9.248391E-11	-9.233171E-11	-6.606948E-7	-3.302031E-6
720	3778071591.431639	1.606083	23.500000	26.815990	-1.955500E-7	-9.013151E-11	1.506587E-10	-8.326950E-11	-8.360027E-11	-8.184269E-11	-8.318568E-11	-8.297453E-11	-8.322759E-11	-6.625784E-7	-3.311527E-6
724	3778071608.597743	1.597516	23.500000	26.841475	-1.959100E-7	-6.289609E-11	1.506720E-10	-9.146264E-11	-8.929735E-11	-9.165357E-11	-9.002027E-11	-9.060846E-11	-9.074146E-11	-6.645187E-7	-3.321320E-6
728	3778071625.781961	1.581376	23.500000	26.782382	-1.955500E-7	-3.055397E-11	1.507122E-10	-7.952535E-11	-8.068231E-11	-8.127438E-11	-7.983775E-11	-8.032995E-11	-8.026003E-11	-6.643115E-7	-3.320179E-6
732	3778071642.916129	1.550436	23.500000	26.811748	-1.956100E-7	-1.086557E-10	1.507007E-10	-8.418238E-11	-8.671232E-11	-8.522767E-11	-8.702862E-11	-8.578775E-11	-8.596999E-11	-6.655072E-7	-3.326283E-6
736	3778071660.060538	1.605582	23.500000	26.852413	-1.955700E-7	-5.158131E-11	1.507800E-10	-8.750908E-11	-8.825837E-11	-8.656559E-11	-8.830028E-11	-8.765833E-11	-8.788373E-11	-6.659280E-7	-3.328436E-6
740	3778071677.186905	1.638535	23.500000	26.831644	-1.957400E-7	-4.917822E-11	1.508337E-10	-8.603362E-11	-8.654288E-11	-8.438664E-11	-8.685568E-11	-8.595471E-11	-8.628825E-11	-6.615803E-7	-3.307095E-6
744	3778071694.364862	1.626618	23.500000	26.819397	-1.956600E-7	-3.430884E-11	1.508293E-10	-8.091414E-11	-8.384646E-11	-8.295777E-11	-8.379886E-11	-8.287931E-11	-8.337831E-11	-6.600583E-7	-3.298702E-6
748	3778071711.683415	1.609187	23.500000	26.793795	-1.954500E-7	-8.627643E-11	1.508620E-10	-8.853623E-11	-8.609373E-11	-8.624746E-11	-8.711718E-11	-8.699865E-11	-8.668232E-11	-6.599334E-7	-3.297861E-6
752	3778071729.124363	1.649787	23.500000	26.824473	-1.955500E-7	-4.842720E-11	1.508072E-10	-8.521930E-11	-8.782473E-11	-8.579625E-11	-8.648356E-11	-8.633096E-11	-8.613990E-11	-6.619294E-7	-3.307924E-6
756	3778071746.531514	1.687695	23.500000	26.859348	-1.957300E-7	-6.935443E-11	1.508480E-10	-9.130537E-11	-8.993560E-11	-8.991864E-11	-9.004070E-11	-9.030008E-11	-8.998815E-11	-6.626869E-7	-3.312081E-6
760	3778071763.984838	1.636602	23.500000	26.840919	-1.956600E-7	-5.872848E-12	1.508672E-10	-8.369496E-11	-8.163233E-11	-8.369271E-11	-8.264719E-11	-8.291680E-11	-8.316995E-11	-6.624780E-7	-3.311396E-6
764	3778071781.266264	1.626541	23.500000	26.815712	-1.956800E-7	-1.483356E-11	1.508670E-10	-8.676488E-11	-8.816717E-11	-8.733488E-11	-8.764786E-11	-8.747870E-11	-8.749137E-11	-6.638547E-7	-3.318310E-6
768	3778071798.385117	1.625121	23.500000	26.848748	-1.956500E-7	-8.075486E-12	1.509417E-10	-8.908983E-11	-8.851087E-11	-8.924362E-11	-8.938527E-11	-8.905740E-11	-8.916673E-11	-6.629772E-7	-3.313287E-6
772	3778071815.556792	1.581366	23.500000	26.851639	-1.957300E-7	-1.092889E-11	1.509343E-10	-8.104417E-11	-7.989374E-11	-8.010513E-11	-8.247793E-11	-8.088024E-11	-8.057465E-11	-6.598044E-7	-3.297722E-6
776	3778071832.847125	1.647177	23.500000	26.822629	-1.957100E-7	-6.985513E-11	1.510060E-10	-9.092695E-11	-8.853584E-11	-8.974798E-11	-8.887316E-11	-8.952098E-11	-8.931057E-11	-6.583576E-7	-3.290866E-6
780	3778071850.156084	1.578430	23.500000	26.799047	-1.957300E-7	-3.946556E-11	1.509928E-10	-8.385199E-11	-8.329631E-11	-8.163398E-11	-8.229514E-11	-8.276936E-11	-8.279572E-11	-6.607023E-7	-3.302280E-6
784	3778071867.344961	1.584935	23.500000	26.845457	-1.956900E-7	-4.652475E-11	1.508953E-10	-8.543768E-11	-8.788018E-11	-8.689716E-11	-8.720037E-11	-8.685385E-11	-8.704877E-11	-6.631504E-7	-3.314618E-6
788	3778071884.466444	1.598568	23.500000	26.806340	-1.957000E-7	-1.458326E-11	1.508543E-10	-8.470535E-11	-8.727317E-11	-8.519251E-11	-8.298658E-11	-8.503940E-11	-8.494893E-11	-6.627669E-7	-3.312356E-6
792	3778071901.564222	1.548546	23.500000	26.852096	-1.955500E-7	-1.004950E-10	1.507690E-10	-7.650467E-11	-7.688677E-11	-7.491736E-11	-7.584718E-11	-7.603899E-11	-7.617593E-11	-6.633866E-7	-3.315521E-6
796	3778071918.725502	1.542612	23.500000	26.819418	-1.955900E-7	-1.683612E-11	1.507900E-10	-8.280790E-11	-8.270300E-11	-8.144789E-11	-8.373625E-11	-8.267376E-11	-8.275545E-11	-6.633279E-7	-3.315743E-6
800	3778071936.000662	1.537996	23.500000	26.810857	-1.955500E-7	-1.918110E-12	1.507942E-10	-8.377225E-11	-8.209643E-11	-8.370601E-11	-8.181653E-11	-8.284780E-11	-8.290122E-11	-6.616135E-7	-3.307043E-6
804	3778071953.117317	1.532504	23.500000	26.836977	-1.955700E-7	-2.419569E-11	1.507418E-10	-8.212361E-11	-8.436864E-11	-8.184802E-11	-8.028790E-11	-8.215704E-11	-8.198582E-11	-6.586243E-7	-3.291879E-6
808	3778071970.279414	1.572265	23.500000	26.834221	-1.957900E-7	-2.564759E-11	1.507330E-10	-8.412349E-11	-8.409060E-11	-8.181981E-11	-8.351014E-11	-8.338601E-11	-8.380037E-11	-6.571397E-7	-3.284368E-6
812	3778071987.685980	1.533875	23.500000	26.826473	-1.955900E-7	-6.623743E-12	1.506595E-10	-8.228818E-11	-8.280034E-11	-8.418358E-11	-8.454115E-11	-8.345331E-11	-8.349196E-11	-6.585776E-7	-3.291698E-6
816	3778072004.828326	1.515214	23.500000	26.856039	-1.956300E-7	-9.849247E-11	1.507050E-10	-7.999799E-11	-7.816432E-11	-7.878789E-11	-7.985958E-11	-7.920245E-11	-7.932374E-11	-6.585921E-7	-3.291635E-6
820	3778072021.965685	1.504853	23.500000	26.852652	-1.956300E-7	-2.539727E-11	1.507215E-10	-8.704783E-11	-8.485986E-11	-8.471369E-11	-8.461086E-11	-8.530806E-11	-8.478678E-11	-6.583126E-7	-3.290061E-6
824	3778072039.112634	1.564740	23.500000	26.850135	-1.955800E-7	-7.531228E-11	1.506793E-10	-8.767098E-11	-8.483309E-11	-8.624969E-11	-8.598349E-11	-8.618431E-11	-8.611659E-11	-6.591433E-7	-3.294240E-6
828	3778072056.507931	1.533941	23.500000	26.834816	-1.956300E-7	-3.419901E-12	1.507040E-10	-8.236096E-11	-8.420199E-11	-8.239306E-11	-8.401324E-11	-8.324231E-11	-8.320315E-11	-6.598789E-7	-3.297981E-6
832	3778072073.695035	1.515789	23.500000	26.875104	-1.956300E-7	-7.616337E-11	1.506747E-10	-8.476663E-11	-8.141007E-11	-8.238199E-11	-8.328422E-11	-8.296073E-11	-8.283311E-11	-6.555773E-7	-3.276394E-6
